Chapter,Measure,Ordinal position within measure,RG scale-degree,Heuristic scale-degree (GR),Initial / medial / final / totality,Displaced from initial? (incl. 0-duration grace notes),Match V or X,Match 1 or 0,comments,Segment onset (within measure),Segment Duration,Onsets within segment [separate by  commas no spaces],Durations [Separate by commas; no spaces,Meter
26,14,a,1,5,MF,,X ,0,PMEL,0,4,1;3.5,1.5;0.5,4
26,15,a,7,7,I,D,V,1,,0,4,0.75,1.25,4
26,16,a,1,5,MF,,X,0,PMEL,0,4,1;3.5,1.5;0.5,4
26,17,a,7,7,I,D,V,1,,0,4,0.75,1.25,4
26,18,a,6,6,IMM,,V,1,,2,4,0;1.25;1.75,1;0.25;0.25,4
26,19,a,5,5,IMM,,V,1,,2,4,0;1.25;1.75,1;0.25;0.25,4
26,20,a,4,4,IMM,,V,1,,2,4,0;1.25;1.75,1;0.25;0.25,4
26,21,a,3,3,IF,,V,1,,2,2,0;1.75,1;0.25,4
26,22,a,2,2,T,,V,1,,0,2,0.00,2.00,4
26,22,b,4,4,T,D,V,1,,2,1,0.00,1.00,4
26,22,c,6,6,T,D,V,1,,3,1,0.00,1.00,4
26,23,a,2,2,IMMMF,,V,1,,0,4,0;1.625;1.875;2.5;3.5,1.5;0.125;0.125;0.5;0.5,4
26,24,a,3,3,IM,,V,1,,0,4,0;3.25,0.5;0.25,4
26,25,a,2,2,T,,V,1,,0,4,0.00,4.00,4
26,26,a,1,1,IMM,,V,1,,0,3,0;1.5;2.5,1.25;0.25;0.25,4
26,31,a,1,4,F,,X,0,OPRF,0,4,3.75,0.25,4
26,32,a,7,7,I,,V,1,,0,2,0.00,1.00,4
26,32,b,4,4,F,,V,1,,2,2,1.75,0.25,4
26,33,a,3,3,IMMF,,V,1,,0,3,0;1.75;2.25;2.75,1;0.25;0.25;0.25,4
26,35,a,1,4,F,,X ,0,OPRF,0,4,3.75,0.25,4
26,36,a,7,7,I,,V,1,,0,2,0.00,1.00,4
26,36,b,4,4,F,,V,1,,2,2,1.75,0.25,4
26,37,a,3,3,I,,V,1,,0,2,0.00,1.00,4
26,37,b,6,6,IF,,V,1,,2,4,0;3.75,1;0.25,4
26,38,a,5,5,IF,,V,1,,2,4,0;3.75,1;0.25,4
26,39,a,4,4,IF,,V,1,,2,4,0;3.75,1;0.25,4
26,40,a,3,3,IM,,V,1,,2,4,0;2.75,1;0.25,4
26,44,a,6,6,T,,V,1,,0,2,0.00,2.00,4
26,44,b,5,5,I,,V,1,,2,2,0.00,1.00,4
26,45,a,4,4,MF,,V,1,,0,2,1;1.75,0.5;0.25,4
26,45,b,3,3,I,,V,1,,2,2,0.00,1.00,4
26,46,a,6,6,IMF,,V,1,,0,4,0;2;3.75,0.5;0.25;0.25,4
26,47,a,5,5,IMF,,V,1,,0,4,0;2;3.75,0.5;0.25;0.25,4
26,48,a,4,4,IMF,,V,1,,0,4,0;2;3.75,0.5;0.25;0.25,4
26,49,a,3,3,IMF,,V,1,,0,4,0;2;3.75,0.5;0.25;0.25,4
26,50,a,6,6,IF,,V,1,,0,4,0;3,1;1,4
26,51,a,5,5,IF,,V,1,,0,4,0;3,1;1,4
26,52,a,4,4,IF,,V,1,,0,4,0;3,1;1,4
26,53,a,3,3,IF,,V,1,,0,4,0;3,1;1,4
26,54,a,2,2,IMM,,V,1,,0,4,0;2;3,0.5;0.25;0.25,4
26,55,a,6,6,IM,,V,1,,0,2,0;1,0.25;0.25,4
26,55,b,4,4,I,,V,1,,2,0.5,0.00,0.25,4
26,55,c,6,6,I,,V,1,,2.5,0.5,0.00,0.25,4
26,55,d,1,1,F,,V,1,,3,1,0.75,0.25,4
26,56,a,7,7,I,,V,1,,0,4,0.00,0.50,4
26,59,a,1,5,MF,,X ,0,OPRF,0,4,1;3.5,1.5;0.5,4
26,60,a,7,7,I,D,V,1,,0,4,0.75,1.25,4
26,61,a,1,5,MF,,X,0,OPRF,0,4,1;3.5,1.5;0.5,4
26,62,a,7,7,I,D,V,1,,0,4,0.75,1.25,4
26,63,a,6,6,IMM,,V,1,,2,4,0;1.25;1.75,1;0.25;0.25,4
26,64,a,5,5,IMM,,V,1,,2,4,0;1.25;1.75,1;0.25;0.25,4
26,65,a,4,4,IMM,,V,1,,2,4,0;1.25;1.75,1;0.25;0.25,4
26,66,a,3,3,IF,,V,1,,2,2,0;1.75,1;0.25,4
26,67,a,2,2,T,,V,1,,0,4,0.00,4.00,4
26,68,a,6,6,T,,V,1,,0,4,0.00,4.00,4
26,69,a,3,5,MM,,X ,0,PMEL,0,4,1.5;3.25,0.25;0.25,4
26,70,a,2,2,T,,V,1,,0,4,0.00,4.00,4
26,71,a,1,1,IMM,,V,1,,0,3,0;1.5;2.5,1.25;0.25;0.25,4
28,1,a,1,1,T,D,V,1,,0,1,0.00,1.00,4
28,1,b,3,3,T,,V,1,,1,1,0.00,0.75,4
28,1,c,2,2,I,,V,1,,2,2,0.00,0.25,4
28,2,a,4,4,IM,D,V,1,,0,2,0;1.5,1.16;0.16,4
28,2,b,6,6,IF,,V,1,,2,2,0;1.5,0.5;0.5,4
28,3,a,5,5,I,,V,1,,0,1,0.00,0.75,4
28,3,b,4,4,IF,D,V,1,,1,2,0;0.875,0.75;0.125,4
28,3,c,3,3,T,D,V,1,,2,1,0.00,1.00,4
28,3,d,6,6,MF,,V,1,,3,1,0.5;0.875,0.125;0.125,4
28,4,a,5,5,IF,,V,1,,0,1,0;0.75,0.25;0.25,4
28,4,b,4,4,IF,,V,1,,1,1,0;0.75,0.25;0.25,4
28,4,c,3,3,T,D,V,1,,2,1,0.00,1.00,4
28,5,a,6,6,I,,V,1,,0,1,0.00,0.75,4
28,5,b,7,7,IM,,V,1,,1,1,0;0.5,0.16;0.16,4
28,5,c,1,1,I,,V,1,,2,1,0.00,0.38,4
28,6,a,6,6,IF,D,V,1,,0,1,0;0.83,0.5;0.16,4
28,6,b,7,7,IF,D,V,1,,1,1,0;0.83,0.5;0.16,4
28,6,c,1,1,IM,,V,1,,2,1,0;0.75,0.583;0.083,4
28,6,d,4,4,T,,V,1,,3,1.5,0.00,1.38,4
28,7,a,3,3,I,,V,1,,0.5,0.5,0.00,0.38,4
28,7,b,2,2,T,,V,1,,1.5,0.5,0.00,0.50,4
28,7,c,1,1,IM,,V,1,,2,2,0;1.5,1;0.1875,4
28,8,a,1,1,I,,V,1,,0,1,0.00,0.75,4
28,8,b,2,4,IM,,X,0,TPRF,1,1,0;0.5,0.16;0.16,4
28,8,c,3,3,IF,,V,1,,2,2,0;0.5,0.25;1,4
28,9,a,2,2,M,,V,1,,3,1,0.50,0.08,4
28,10,a,3,3,IM,,V,1,,0,2,0;1.25,0.5;0.25,4
28,11,a,4,4,IF,,V,1,,1,0.5,0;0.375,0.125;0.125,4
28,11,b,3,3,IF,,V,1,,1.5,0.5,0;0.375,0.125;0.125,4
28,11,c,3,3,IF,,V,1,,2,0.5,0;0.4375,0.375;0.0625,4
28,11,d,2,2,T,,V,1,,2.5,0.5,0.00,0.50,4
28,11,e,4,4,MM,,V,1,,3,1,0.5;0.8125,0.25;0.03125,4
28,12,a,3,3,I,D,V,1,,0,1,0.00,0.50,4
28,12,b,1,nan,I,,nan,nan,DISS,2,2,0.00,0.50,4
28,12,c,7,7,I,D,V,1,,2,2,0.50,0.50,4
28,13,a,5,nan,I,,nan,nan,PREF,0,2,0.00,0.50,4
28,13,b,4,4,F,,V,1,,0,2,1.88,0.13,4
28,13,c,3,3,I,,V,1,,2,2,0.00,0.50,4
28,14,a,5,nan,I,,nan,nan,PREF,0,2,0.00,0.25,4
28,14,b,4,4,MF,,V,1,,0,2,1;1.875,0.125;0.125,4
28,14,c,3,3,I,,V,1,,2,2,0.00,0.50,4
28,15,a,1,6,F,,X,0,OPRF,0,2,1.75,0.25,4
28,15,b,7,7,T,,V,1,,2,0.5,0.00,0.50,4
28,15,c,6,6,T,,V,1,,2.5,0.5,0.00,0.50,4
28,15,d,5,5,T,D,V,1,,3,0.5,0.00,0.50,4
28,15,e,4,4,T,D,V,1,,3.5,0.5,0.00,0.50,4
28,16,a,3,3,IM,,V,1,,0,1,0;0.5,0.16;0.16,4
28,16,b,2,2,T,,V,1,,1,1,0.00,1.00,4
28,16,c,1,1,T,,V,1,,2,2,0.00,1.00,4
28,17,a,4,4,M,,V,1,,0,2,1.50,0.16,4
28,17,b,3,3,I,,V,1,,2,2,0.00,0.50,4
28,18,a,4,nan,I,,nan,nan,GRCN,2,2,0.00,0.00,4
28,18,b,3,3,I,D,V,1,,2,2,0.00,0.50,4
28,19,a,6,6,I,,V,1,,0,1,0.00,0.25,4
28,19,b,5,5,I,,V,1,,1,1,0.00,0.25,4
28,19,c,4,4,I,,V,1,,2,1,0.00,0.75,4
28,19,d,3,3,I,,V,1,,3,1,0.00,0.50,4
28,20,a,2,2,I,,V,1,,0,0.5,0.00,0.38,4
28,20,b,4,4,I,,V,1,,0.5,5,0.00,0.38,4
28,20,c,6,6,I,,V,1,,1,0.5,0.00,0.13,4
28,20,d,1,1,F,,V,1,,1.5,0.5,0.38,0.13,4
28,20,e,7,7,I,D,V,1,,2,2,0.00,0.25,4
28,21,a,1,1,I,,V,1,,0,1,0.00,0.16,4
28,21,b,3,3,IM,,V,1,,1,1,0;0.5,0.16;0.16,4
28,21,c,2,2,IM,,V,1,,2,2,0;1.875,0.16;0.0625,4
28,22,a,4,4,IMMF,,V,1,,0,2,0;0.33;1.33;1.875,0.16;0.66;0.16;0.125,4
28,22,b,3,3,I,,V,1,,2,1,0.00,0.50,4
28,22,c,6,6,I,,V,1,,3,2,0.00,1.25,4
28,23,a,5,5,I,,V,1,,1,2,0.00,1.25,4
28,23,b,4,4,IF,,V,1,,3,2,0;1.75,1.25;0.25,4
28,24,a,3,3,IF,,V,1,,1,2,0;1.75,1.5;0.25,4
28,24,b,2,2,I,,V,1,,3,0.5,0.00,0.25,4
28,24,c,1,4,F,,X,0,OPRF,3.5,0.5,0.42,0.08,4
28,25,a,7,7,I,D,V,1,,0,0.5,0.00,0.38,4
28,25,b,3,3,T,,V,1,,1,0.5,0.00,0.50,4
28,25,c,2,2,IF,,V,1,,1.5,0.5,0;0.4375,0.375;0.0625,4
28,25,d,1,1,IF,,V,1,,2,2,0;1.5,1;0.5,4
28,26,a,7,7,I,,V,1,,0,1,0.00,0.75,4
28,26,b,4,4,F,,V,1,,1,1,0.75,0.25,4
28,26,c,3,3,I,,V,1,,2,1,0.00,0.38,4
28,26,d,1,1,F,,V,1,,3,1,0.50,0.50,4
28,27,a,7,7,IM,D,V,1,,0,1,0.5;0.75,0.083;0.083,4
28,27,b,4,4,F,,V,1,,1,1,0.88,0.13,4
28,27,c,3,3,I,,V,1,,2,1,0.00,0.50,4
28,27,d,1,1,IMM,,V,1,,3,2,0;1.33;1.66,1.16;0.16;0.16,4
28,28,a,2,2,IF,,V,1,,1,2,0;1.75,1.25;0.25,4
28,28,b,3,3,IF,D,V,1,,3,2,0;1.75,1.25;0.25,4
28,29,a,4,4,IF,,V,1,,1,2,0;1.75,1.25;0.25,4
28,29,b,5,nan,I,,nan,nan,PREF,3,1,0.00,0.25,4
28,29,c,4,4,F,,V,1,,3,1,0.75,0.25,4
28,30,a,3,3,I,,V,1,,0,1,0.00,0.75,4
28,30,b,4,4,I,,V,1,,1,0.5,0.00,0.13,4
28,30,c,3,3,IF,,V,1,,1.5,0.5,0;0.375,0.125;0.125,4
28,30,d,3,3,IF,,V,1,,2,0.5,0;0.375,0.125;0.125,4
28,30,e,2,2,I,,V,1,,2.5,1.5,0.00,0.50,4
28,31,a,6,6,I,D,V,1,,0,0.5,0.00,0.25,4
28,31,b,5,5,I,D,V,1,,0.5,0.5,0.00,0.25,4
28,31,c,4,4,IM,,V,1,,1,0.5,0;0.25,0.083;0.083,4
28,31,d,3,3,IM,,V,1,,1.5,0.5,0;0.25,0.083;0.083,4
28,31,e,2,2,T,D,V,1,,2,0.5,0.00,0.50,4
28,32,a,3,3,T,,V,1,,1,0.5,0.00,0.50,4
28,32,b,2,2,IF,,V,1,,1.5,0.5,0;0.4375,0.375;0.0625,4
28,32,c,1,1,T,,V,1,,2,2,0.00,2.00,4
29,1,a,1,1,T,,V,1,,0,2,0.00,2.00,4
29,1,b,3,3,I,D,V,1,,2,2,0.50,0.50,4
29,2,a,5,5,T,,V,1,,0,2,0.00,2.00,4
29,2,b,3,3,T,D,V,1,,2,1,0.50,0.50,4
29,2,c,1,1,T,D,V,1,,3,1,0.50,0.50,4
29,3,a,7,7,I,,V,1,,0,2,0.00,1.50,4
29,3,b,1,1,I,,V,1,,2,2,0.00,1.00,4
29,4,a,4,4,I,,V,1,,0,2,0.00,2.33,4
29,4,b,6,nan,F,,nan,nan,JMML,2,2,1.66,0.33,4
29,5,a,5,6,T,D,X,0,PMEL,0,3,0.50,2.50,4
29,5,b,5,5,T,,V,1,,3,0.5,0.00,0.50,4
29,5,c,3,3,T,,V,1,,3.5,0.5,0.00,0.50,4
29,6,a,1,1,T,D,V,1,,0,3,0.50,2.50,4
29,6,b,3,3,I,,V,1,,3,0.5,0.00,0.25,4
29,6,c,1,1,I,,V,1,,3.5,0.5,0.00,0.25,4
29,7,a,6,6,I,D,V,1,,0,4,0.50,2.50,4
29,8,a,1,nan,F,,nan,nan,CDSF,0,2,1.00,1.00,4
29,8,b,7,7,T,D,V,1,,2,2,1.00,1.00,4
29,9,a,1,1,I,D,V,1,,0,4,0.00,2.00,4
29,10,a,6,6,IMF,,V,1,,0,8,0;3.5;7.66,1.5;0.5;0.33,4
29,12,a,5,5,IMF,,V,1,,0,8,0;3.5;7.66,1.5;0.5;0.33,4
29,14,a,4,4,IF,,V,1,,0,4,0;3,0.5;1,4
29,15,a,3,3,I,,V,1,,0,2,0.00,0.50,4
29,17,a,3,3,T,,V,1,,0,2,0.00,2.00,4
29,18,a,5,nan,M,,nan,nan,PREF,2,2,1.00,0.50,4
29,18,b,4,4,F,,V,1,,2,2,1.50,0.50,4
29,19,a,3,3,T,,V,1,,0,2,0.00,2.00,4
29,20,a,5,nan,M,,nan,nan,PREF,2,2,1.00,0.50,4
29,20,b,4,4,F,,V,1,,2,2,1.50,0.50,4
29,21,a,3,3,I,,V,1,,0,2,0.00,0.50,4
29,21,b,1,1,I,,V,1,,2,2,0.00,0.50,4
29,23,a,3,3,T,,V,1,,2,1,0.00,1.00,4
29,23,b,2,2,T,,V,1,,3,1,0.00,1.00,4
29,24,a,1,1,T,,V,1,,0,2,0.00,2.00,4
29,24,b,7b,7b,,,V,1,,2,2,0.00,2.00,4
29,25,a,6,6,,,V,1,,0,2,0.00,2.00,4
29,25,b,7,7,,,V,1,,2,2,0.00,2.00,4
29,26,a,1,1,,,V,1,,0,2,0.00,2.00,4
29,26,b,7b,7b,,,V,1,,2,2,0.00,2.00,4
29,27,a,6,6,I,,V,1,,0,2,0.00,1.00,4
29,27,b,7,7,F,,V,1,,2,2,1.00,1.00,4
29,28,a,1,1,I,,V,1,,0,4,0.00,2.00,4
29,30,a,6,nan,M,,nan,nan,PREF,0,3,1.00,1.00,4
29,30,b,5,nan,M,,nan,nan,PREF,0,3,2.00,0.00,4
29,30,c,4,4,F,,V,1,,0,3,2.00,1.00,4
29,30,d,3,3,T,,V,1,,3,1,0.00,1.00,4
29,32,a,6,nan,M,,nan,nan,PREF,0,3,1.00,1.00,4
29,32,b,5,nan,M,,nan,nan,PREF,0,3,2.00,0.00,4
29,32,c,4,4,F,,V,1,,0,3,2.00,1.00,4
29,32,d,3,3,T,,V,1,,3,1,0.00,1.00,4
29,33,a,1,1,F,,V,1,,2,2,1.50,0.50,4
29,34,a,7,7,T,,V,1,,0,3,0.00,3.00,4
29,36,a,4#,nan,F,,nan,nan,DISS,2,2,1.00,1.00,4
29,37,a,5,5,T,,V,1,,0,2,0.00,2.00,4
29,38,a,7,7,I,,V,1,,2,2,0.00,1.50,4
29,39,a,1,1,I,,V,1,,0,1,0.00,0.50,4
29,40,a,3,3,I,,V,1,,0,1,0.00,0.33,4
29,40,b,2,2,T,D,V,1,,2,2,0.00,2.00,4
29,41,a,1,1,T,,V,1,,0,2,0.00,2.00,4
29,42,a,1,1,T,,V,1,,0,2,0.00,2.00,4
29,42,b,3,3,I,D,V,1,,2,2,0.50,0.50,4
29,43,a,5,5,T,,V,1,,0,2,0.00,2.00,4
29,43,b,3,3,T,D,V,1,,2,1,0.50,0.50,4
29,43,c,1,1,T,D,V,1,,3,1,0.50,0.50,4
29,44,a,7,7,I,,V,1,,0,2,0.00,1.50,4
29,44,b,1,1,I,,V,1,,2,2,0.00,1.00,4
29,45,a,4,4,T,,V,1,,0,2,0.00,2.00,4
29,45,b,6,nan,F,,nan,nan,JMML,2,2,1.66,0.33,4
29,46,a,5,6,I,D,X,0,PMEL,0,3,0.50,2.50,4
29,48,a,6,nan,I,,nan,nan,PREF,2,2,0.00,1.00,4
29,48,b,5,nan,M,,nan,nan,PREF,2,2,1.00,0.50,4
29,48,c,4,4,F,,V,0,,2,2,1.50,0.50,4
29,49,a,3,3,I,D,V,1,,0,4,0.50,2.50,4
29,50,a,6,5,I,,X,0,TPRF,1,1,0.00,0.50,4
29,50,b,4,4,I,,V,1,,2,1,0.00,0.50,4
29,50,c,2,nan,I,,nan,nan,DISS,3,1,0.00,0.50,4
29,51,a,2,2,IM,,V,1,,0,2,0;1,0.5;0.5,4
29,51,b,4,4,,,V,1,,2,1,0.00,0.50,4
29,51,c,6,6,,,V,1,,3,0.5,0.00,0.50,4
29,51,d,1,1,F,,V,1,,3.5,0.5,0.00,0.50,4
29,52,a,7,7,IM,,V,1,,0,2,0;1.5,0.25;0.25,4
29,53,a,3,3,T,,V,1,,0,2,0.00,2.00,4
29,54,a,5,nan,M,,nan,nan,PREF,2,2,1.00,0.50,4
29,54,b,4,4,F,,V,1,,2,2,1.50,0.50,4
29,55,a,3,3,T,,V,1,,0,2,0.00,2.00,4
29,56,a,6,nan,M,,nan,nan,PREF,2,2,0.50,0.50,4
29,56,b,5,nan,M,,nan,nan,PREF,2,2,1.00,0.50,4
29,56,c,4,4,F,,V,1,,2,2,1.50,0.50,4
29,57,a,3,3,I,,V,1,,0,1,0.00,0.50,4
29,57,b,1,1,IF,D,V,1,,1,1,0.25;0.75,0.25;0.25,4
29,57,c,6,1,MMF,,X,0,PMEL,2,2,0.75;1.25;1.75,0.25;0.25;0.25,4
29,58,a,4,6,MMF,,X,0,PMEL,0,2,0.75;1.25;1.75,0.25;0.25;0.25,4
29,58,b,2,4,MMF,,X,0,PMEL,2,2,0.75;1.25;1.75,0.25;0.25;0.25,4
29,59,a,1,5,F,,X,0,PMEL,0,1,0.50,0.50,4
29,59,b,3,3,T,,V,1,,2,1,0.00,1.00,4
29,59,c,2,2,T,,V,1,,3,1,0.00,1.00,4
29,60,a,1,1,T,,V,1,,0,2,0.00,2.00,4
29,60,b,7b,7b,T,,V,1,,2,2,0.00,2.00,4
29,61,a,6,6,T,,V,1,,0,2,0.00,2.00,4
29,61,b,7,7,T,,V,1,,2,2,0.00,2.00,4
29,62,a,1,1,T,,V,1,,0,2,0.00,2.00,4
29,62,b,7b,7b,T,,V,1,,2,2,0.00,2.00,4
29,63,a,6,6,I,,V,1,,0,2,0.00,1.00,4
29,63,b,7,7,F,,V,1,,2,2,1.00,1.00,4
29,64,a,1,1,I,,V,1,,0,4,0.00,2.00,4
